GRM_MAX_TRACE_0,GRM_MIN_TRACE_0,GRM_MAX_RANK_0,GRM_MIN_RANK_0,GRM_MAX_of_MIN_EIG_0,GRM_MIN_of_MIN_EIG_0,GRM_MAX_of_MAX_EIG_0,GRM_MIN_of_MAX_EIG_0,GRM_MEAN_TRACE_0,GRM_MEAN_RANK_0,GRM_MEAN_MAX_EIG_0,GRM_MEAN_MIN_EIG_0,METRIC_DIMENSION_MEAN0,METRIC_DIMENSION_MIN0,METRIC_DIMENSION_MAX0,GRM_MAX_TRACE_1,GRM_MIN_TRACE_1,GRM_MAX_RANK_1,GRM_MIN_RANK_1,GRM_MAX_of_MIN_EIG_1,GRM_MIN_of_MIN_EIG_1,GRM_MAX_of_MAX_EIG_1,GRM_MIN_of_MAX_EIG_1,GRM_MEAN_TRACE_1,GRM_MEAN_RANK_1,GRM_MEAN_MAX_EIG_1,GRM_MEAN_MIN_EIG_1,METRIC_DIMENSION_MEAN1,METRIC_DIMENSION_MIN1,METRIC_DIMENSION_MAX1,GRM_MAX_TRACE_2,GRM_MIN_TRACE_2,GRM_MAX_RANK_2,GRM_MIN_RANK_2,GRM_MAX_of_MIN_EIG_2,GRM_MIN_of_MIN_EIG_2,GRM_MAX_of_MAX_EIG_2,GRM_MIN_of_MAX_EIG_2,GRM_MEAN_TRACE_2,GRM_MEAN_RANK_2,GRM_MEAN_MAX_EIG_2,GRM_MEAN_MIN_EIG_2,METRIC_DIMENSION_MEAN2,METRIC_DIMENSION_MIN2,METRIC_DIMENSION_MAX2,GRM_MAX_TRACE_3,GRM_MIN_TRACE_3,GRM_MAX_RANK_3,GRM_MIN_RANK_3,GRM_MAX_of_MIN_EIG_3,GRM_MIN_of_MIN_EIG_3,GRM_MAX_of_MAX_EIG_3,GRM_MIN_of_MAX_EIG_3,GRM_MEAN_TRACE_3,GRM_MEAN_RANK_3,GRM_MEAN_MAX_EIG_3,GRM_MEAN_MIN_EIG_3,METRIC_DIMENSION_MEAN3,METRIC_DIMENSION_MIN3,METRIC_DIMENSION_MAX3,GRM_MAX_TRACE_4,GRM_MIN_TRACE_4,GRM_MAX_RANK_4,GRM_MIN_RANK_4,GRM_MAX_of_MIN_EIG_4,GRM_MIN_of_MIN_EIG_4,GRM_MAX_of_MAX_EIG_4,GRM_MIN_of_MAX_EIG_4,GRM_MEAN_TRACE_4,GRM_MEAN_RANK_4,GRM_MEAN_MAX_EIG_4,GRM_MEAN_MIN_EIG_4,METRIC_DIMENSION_MEAN4,METRIC_DIMENSION_MIN4,METRIC_DIMENSION_MAX4,GRM_MAX_TRACE_5,GRM_MIN_TRACE_5,GRM_MAX_RANK_5,GRM_MIN_RANK_5,GRM_MAX_of_MIN_EIG_5,GRM_MIN_of_MIN_EIG_5,GRM_MAX_of_MAX_EIG_5,GRM_MIN_of_MAX_EIG_5,GRM_MEAN_TRACE_5,GRM_MEAN_RANK_5,GRM_MEAN_MAX_EIG_5,GRM_MEAN_MIN_EIG_5,METRIC_DIMENSION_MEAN5,METRIC_DIMENSION_MIN5,METRIC_DIMENSION_MAX5,GRM_MAX_TRACE_6,GRM_MIN_TRACE_6,GRM_MAX_RANK_6,GRM_MIN_RANK_6,GRM_MAX_of_MIN_EIG_6,GRM_MIN_of_MIN_EIG_6,GRM_MAX_of_MAX_EIG_6,GRM_MIN_of_MAX_EIG_6,GRM_MEAN_TRACE_6,GRM_MEAN_RANK_6,GRM_MEAN_MAX_EIG_6,GRM_MEAN_MIN_EIG_6,METRIC_DIMENSION_MEAN6,METRIC_DIMENSION_MIN6,METRIC_DIMENSION_MAX6,GRM_MAX_TRACE_7,GRM_MIN_TRACE_7,GRM_MAX_RANK_7,GRM_MIN_RANK_7,GRM_MAX_of_MIN_EIG_7,GRM_MIN_of_MIN_EIG_7,GRM_MAX_of_MAX_EIG_7,GRM_MIN_of_MAX_EIG_7,GRM_MEAN_TRACE_7,GRM_MEAN_RANK_7,GRM_MEAN_MAX_EIG_7,GRM_MEAN_MIN_EIG_7,METRIC_DIMENSION_MEAN7,METRIC_DIMENSION_MIN7,METRIC_DIMENSION_MAX7,GRM_MAX_TRACE_8,GRM_MIN_TRACE_8,GRM_MAX_RANK_8,GRM_MIN_RANK_8,GRM_MAX_of_MIN_EIG_8,GRM_MIN_of_MIN_EIG_8,GRM_MAX_of_MAX_EIG_8,GRM_MIN_of_MAX_EIG_8,GRM_MEAN_TRACE_8,GRM_MEAN_RANK_8,GRM_MEAN_MAX_EIG_8,GRM_MEAN_MIN_EIG_8,METRIC_DIMENSION_MEAN8,METRIC_DIMENSION_MIN8,METRIC_DIMENSION_MAX8,no_nodes,no_edges,no_bi_conn_comp,LS_0,LS_1,LS_2,LSE_3,LSE_4,LSE_-1,LSE_-2,LSE_-3,0cyc,1cyc,2cyc,g2cyc,lap_energy,ecc_spectrum,ecc_energy,wiener_index,trace_deg_seq
11.881638626883742,4.239334022035754,21,20,-1.2823607418485919e-16,-5.814510897815796e-16,10.05109658148533,3.1521755965605243,8.29299300731643,20.4,6.871526767845746,-3.523177706302713e-16,15.4,14,17,20.092774489222275,8.025129116479242,37,36,-2.3198580181830207e-16,-5.929154850903737e-16,15.3253508697959,5.781975585330954,13.638459223673749,36.4,9.896067915139973,-4.120447211410675e-16,91.0,81,102,22.117423178585195,14.547629329693349,74,72,-2.7263941765824504e-16,-7.5897437098353855e-16,15.552477387279868,7.687275558819933,18.54855740105986,73.0,11.84484983514329,-5.064319927090286e-16,240.2,211,258,21.876063767345414,16.682717669227582,113,110,-2.5118800327596684e-16,-3.9288929384618264e-16,10.392607817947937,6.202325245900383,18.484739463763464,111.6,7.344306800230616,-3.0430942769756964e-16,279.4,266,296,20.223300861959988,14.583969364121792,94,91,-2.652286617599452e-16,-6.539318211586805e-16,10.136671165533643,6.81093591016059,17.662521031892297,92.8,8.289809598672987,-3.8706251443744383e-16,266.4,254,274,30.15187378471764,23.343574432542148,171,166,-1.7169250168501555e-16,-3.083792588798235e-16,9.133315572091147,6.941238747432772,26.909848173450648,169.4,8.025626454491563,-2.5707592968753503e-16,290.6,281,299,41.88604428361649,34.56067638812616,253,251,-9.672193839575038e-19,-2.0551784322623526e-17,8.210623435127482,6.039664186470251,37.94043368509959,252.2,6.9827446942594324,-5.7828885798394826e-18,306.6,305,309,52.20662843696954,45.5032597223457,261,260,6.611816441476739e-09,-1.234550204852138e-19,6.7457827476756265,4.338687522292865,48.139973752118685,260.4,5.257089679512993,2.552782842551589e-09,313.6,307,320,59.60271268005784,50.64796148801486,228,225,4.474050760757862e-06,-2.088055134348375e-18,8.300787821572701,4.171434727686085,54.234394461052396,227.2,5.191436377812077,1.6651441017116709e-06,319.0,316,321,327,899,1,-2.5637066749485506e-14,0.03499094679209254,0.04968666790461178,0.06410995024072058,0.1095225062326966,12.498694175374188,11.32944767324894,11.151652400560742,0,0,0,1,771.3811237547005,66.18714619746311,289.41321839860933,435609.0,2
14.959875622913062,4.3083681184513685,21,21,-1.2907106348984112e-16,-4.948830490008553e-16,13.220707098234765,3.5743344573312403,7.492099924518842,21.0,6.083418462373518,-2.9026899512523267e-16,19.0,18,20,19.704311896301068,10.558206567931396,38,37,-3.338257765462103e-16,-6.195921695707385e-16,14.668992902274427,7.233106797200744,14.352037748080395,37.4,10.387257112197537,-4.852566087083834e-16,116.8,102,134,25.770101711989717,10.619821754699082,79,76,-1.9635464127283415e-16,-6.766709041180313e-16,16.516641982731866,4.568765934096026,16.415255618790095,78.0,8.802952668329748,-3.680292979824901e-16,266.8,239,282,23.758895646601324,18.591041844769254,122,119,-2.1711507824714936e-16,-3.1224206404005434e-16,8.836877184222711,6.099244145731461,20.165473078307482,120.4,7.300455528428423,-2.7139787551442465e-16,299.2,282,307,27.026669647489147,19.202714628745305,112,110,-3.2533408735540373e-16,-5.3708656075066105e-16,11.489636001283165,6.957642803136191,22.716134549869594,110.6,9.156440226921973,-4.220728928802536e-16,288.8,276,302,31.387233009339962,25.611219323757357,191,188,-1.364105208817504e-16,-2.846058387717045e-16,8.473374037958887,5.2284059238681815,28.45003984286493,189.8,6.701543261815611,-2.1437931947275726e-16,313.4,309,319,47.597305104786656,38.752643358753424,287,281,-2.792981796295566e-18,-1.3873176916292667e-17,7.336305749884637,4.70325037035531,42.43647653055496,284.0,5.913678388330113,-8.158309336124935e-18,329.8,328,332,60.329348459218906,48.47432488678968,280,276,1.5794207736068745e-08,-6.492142198668846e-17,6.627723270922883,4.237770714682837,55.23650754711554,278.8,5.287544401297285,5.5301539016666275e-09,334.8,331,338,64.77464415122293,59.355320347521236,245,241,8.130674499696388e-06,-3.269332617815821e-19,5.623326980545413,3.8458402921859296,62.81874937853919,243.4,4.594148388814868,2.5403647779752342e-06,341.2,337,344,351,792,4,1.9288471844132233e-14,0.018721633428487358,0.04213314359028866,0.053679913384852736,0.07188256976707376,10.352428285072543,9.935883507058056,9.87263289551066,0,0,0,1,750.4680929920903,38.105117766515285,179.26406035147937,581888.0,1
46.62035172490646,14.116802873014992,20,19,-6.808980201132053e-16,-2.4744335075622948e-15,44.777845117982,10.976413785343548,23.32399069262976,19.8,21.260558865225168,-1.205940193607791e-15,17.6,14,22,23.210013935798546,6.4651417946248575,35,33,-2.172475459477881e-16,-1.0904638908343932e-15,20.10524842059826,4.521999052387165,13.115993186113643,34.6,10.380360525400176,-5.358322431408674e-16,81.4,57,93,21.910495525994726,12.973831832361267,66,65,-3.003442998722754e-16,-7.164248313597211e-16,13.803361558408652,6.3761974829887675,16.892912697634074,65.4,9.923000004037933,-5.103088431276678e-16,135.6,129,141,21.05723695165197,18.131360075633296,97,96,-2.1135202666828364e-16,-4.0301770065543663e-16,9.50053430626212,7.037464515161238,19.59293490661849,96.4,8.020840048820602,-3.3196494039124466e-16,159.4,154,164,30.563825137075987,13.032735546119795,57,55,-3.651916676730857e-16,-1.604908303746863e-15,24.678037108776888,7.273974552547807,19.862220952786558,56.4,14.266456344841075,-7.996489339858337e-16,121.8,110,134,25.798889385711732,16.705423965141506,105,101,-1.4979135674686403e-16,-3.3206508024021203e-16,11.554990489440687,5.3826815285287415,22.484518474694,102.6,9.203873129440089,-2.422270649366356e-16,160.0,152,164,31.56773146112866,21.73141419543484,150,137,3.449700967002905e-17,-5.3158592660226375e-17,7.824314168538938,4.690971951219716,25.06047110802847,146.8,5.9820022886569335,-2.238474224298316e-17,169.0,164,172,38.530834862987305,29.81679009619821,149,149,2.075271050727933e-08,-7.40176019469839e-18,9.187717511268461,3.8168821846070498,32.80274319248288,149.0,6.126206868736071,6.374079351811326e-09,178.0,176,180,34.934218122988675,30.73259239495749,131,130,6.991685655039467e-06,2.534598308258765e-06,4.334743270011282,2.9975380214788965,32.38172506959522,130.8,3.7109453425968817,4.061660062630989e-06,183.2,180,186,188,451,5,-7.151397529714387e-16,0.017174511356499042,0.06096236756652153,0.07036569093677986,0.107917204529265,10.336593481171878,9.668781826516916,9.58263724036376,0,0,0,1,408.5322706285352,56.33826408401311,112.67652816802624,155552.0,1
12.749199343233304,4.217165212940468,18,17,-1.5970342135966442e-16,-4.818431425868648e-16,11.599062275609072,3.287369317706556,7.832549637273905,17.6,6.685577591200577,-2.895112268199853e-16,10.4,9,11,13.956245093374855,7.563677886553048,30,28,-2.96586495163343e-16,-4.440461889346109e-16,12.064251524106586,5.926716852776156,10.009304352924717,29.4,8.108631931043316,-3.574506250415943e-16,45.2,39,49,18.08392790668585,8.417971895315203,57,55,-1.1898638859798362e-16,-4.1423995422727486e-16,12.81589074151402,4.256788316228986,12.521556619831133,56.0,7.559899130348612,-2.1445744318870767e-16,87.6,68,97,16.458644056820116,13.023866073968062,81,79,-2.677554882146171e-18,-1.4174330513888908e-16,8.118422337136717,4.903270130287996,14.20809525809674,80.0,5.716311985552199,-6.517136153797329e-17,99.0,94,103,11.285885478181449,8.067397726333674,40,39,-2.0927582941710568e-16,-3.72915349406593e-16,7.689052994824448,4.888894471840462,9.59267816216908,39.6,6.469120618469487,-2.540740896505661e-16,68.0,40,79,12.8082253537384,9.061224406089421,64,62,-1.0685721292552467e-16,-3.371651137928352e-16,7.176416096005111,4.151124626723256,11.127917532614493,62.8,5.58682645644801,-1.8999405260691283e-16,96.4,93,98,21.2948754412348,13.303236611120631,91,88,5.479969374574066e-16,-8.33308322107921e-18,10.130916000163607,4.110018275287517,15.428385825228494,88.6,5.9610078832406845,1.7255837338153802e-16,99.8,98,102,18.25410556090448,14.22875576133564,86,84,1.2348598566261547e-08,-1.919184342269714e-18,4.753830089882482,3.173772587998177,16.74005610059685,85.4,3.8976976986443015,4.124832414395956e-09,104.8,104,107,24.521939342429466,17.795282936280987,75,75,1.3342948239355158e-05,5.956947961004354e-07,6.268665674696862,3.1264213099936606,20.588681772025133,75.0,4.340968569630756,6.291046059286753e-06,106.8,105,108,108,268,1,1.0658141036401504e-14,0.09131055701115597,0.14137052074450646,0.1767875295161974,0.24352321248677844,10.528045617316113,10.268229377683406,9.622416891695448,0,0,0,1,248.37454696975982,33.941125496954285,274.4120414865161,30627.0,2
8.932618097948414,3.289113476912203,19,18,-1.4370207985300846e-16,-4.0791800968216764e-16,7.682569926529598,2.5392032847310584,6.274021397214974,18.2,5.27140553606221,-2.7047323324963065e-16,10.6,10,12,13.033953201166565,5.7843597517587675,33,31,-2.185441823179284e-16,-5.975543350159337e-16,9.510695076185094,4.2365257304561,8.278640900759985,32.0,6.019505566235317,-3.4766040758583373e-16,62.0,52,69,15.308570079111256,7.986197310038983,63,62,-1.6049725369109536e-16,-4.399480062641907e-16,7.896023266363598,3.7991591270005065,10.841253445457706,62.6,5.707054576574825,-2.566366876897435e-16,152.2,148,156,17.19332546436864,12.30663118073084,96,92,-1.1853520710106103e-16,-3.8009691308623367e-16,8.72908293451356,4.3245690683210265,14.3195609013529,94.4,5.70450101022566,-2.1470881291100566e-16,164.0,162,167,16.031096543092133,7.77178506376175,55,53,-2.0821992924320742e-16,-5.684086571057722e-16,11.684944497841801,4.513112639104233,11.081438794612806,54.0,7.015810010192075,-3.529635070849215e-16,139.2,111,154,18.782037144163333,11.546071107093606,95,94,-1.5906857358326646e-16,-2.5578839308398944e-16,8.366741269680992,4.266581711431996,15.004125729115918,94.6,6.061339699466384,-2.2185444051935517e-16,162.2,158,167,25.11053981035939,18.650420264134816,145,140,4.894617815977098e-16,-3.340159888968656e-18,9.441885760352637,4.449248023303504,21.289572597122408,142.2,6.231950740780972,1.3315571350172162e-16,168.6,167,171,29.49456650918352,24.759080162156053,139,138,2.256235242706808e-08,1.0652013454045603e-17,5.372338645691142,4.0611386296424365,27.232421526184147,138.8,4.640888378719716,1.1706547527362759e-08,171.2,170,172,30.857476987057172,26.501653165604893,121,120,1.6188516959578194e-05,8.365554820220236e-08,4.435475223916893,2.9112083739885293,29.144001790877727,120.2,3.828003357639502,6.986834219732712e-06,171.8,171,172,174,422,3,-5.3290807981845566e-15,0.10527421202632324,0.12336724072701195,0.13532797040151093,0.2320510205201272,10.435079886420183,9.869941075099694,9.592342621663583,0,0,0,1,385.50235737217554,52.500884232399166,516.0625897913613,89631.0,2
53.81535038640437,9.360567948350898,27,24,-1.0465019198393315e-16,-5.923660882097577e-16,51.54252778936432,7.507086026503981,29.44122866160718,25.6,25.922778030092374,-3.8339085880378927e-16,61.0,48,67,93.19463740488837,17.80889156715655,48,46,-2.9008961489960933e-16,-2.565675666792259e-15,82.56135621411241,11.276896267020408,45.13410386201149,47.2,37.59770317097495,-8.825808449088056e-16,662.8,447,965,48.167013289277975,24.0088039909332,106,102,-1.9177639909332e-16,-7.849567521460342e-16,30.866298643655444,9.536957603442843,34.643051529829826,103.6,19.310216719698573,-3.7472072928647247e-16,1746.8,1317,2182,51.60228412015872,26.346548932070732,177,171,-1.3611341890705102e-16,-4.004182157438664e-16,26.934833298615203,8.163309736862233,37.055251290779,174.4,15.410848144219472,-2.4626013783432084e-16,2466.4,2155,2807,158.05937294712842,135.98632235095295,1070,1061,-2.6665211835221804e-16,-3.638818049521529e-16,13.663412442700295,8.925948718873261,149.83679191021358,1066.4,10.788707524424886,-3.227800833281293e-16,3554.2,3511,3610,274.90660362265487,267.92946592164964,2026,2015,-2.6018019833488713e-16,-7.238242911507844e-16,9.068844471027964,7.614504774813247,272.0031540748374,2021.0,8.030842899870558,-3.83123116065069e-16,3794.4,3779,3813,425.04993048010704,406.63970119856003,3092,3063,-2.1712274619690767e-17,-1.7263114612226547e-16,9.229081843556225,6.709400318968725,418.0589682820623,3079.8,7.907209450887374,-7.891663740652082e-17,3914.4,3904,3925,606.6115864908179,575.6235735838816,3312,3305,-7.299846268754339e-18,-8.299122396692283e-17,6.794078773710682,4.815824069723171,589.9045037131557,3307.6,5.4896951587981135,-3.809035773536665e-17,4005.6,3994,4019,707.9445913749631,684.0117757202222,2901,2894,-6.269183752557766e-18,-7.708105429447142e-17,6.778334917332102,4.4857128670219275,694.6729270750334,2896.6,6.103892933247852,-2.6028033071384863e-17,4061.6,4055,4070,4152,10320,20,-7.33516979795068e-16,0.00023748774147798222,0.003130691947531437,0.0032846400010632967,0.006327056839895621,12.572167079882588,11.955416290048175,11.893984650929792,0,0,0,1,9349.409286171922,212.1320343559642,424.2640687119285,266204684.0,1
7.1755371203554486,2.8654799252633576,13,13,-9.1437215698637e-17,-3.7202663361463287e-16,6.047799267979852,2.4177399300354883,4.153793982398103,13.0,3.5177443268175104,-1.8814881869645624e-16,3.0,3,3,6.568415623433712,4.436058979348059,24,24,-8.100382519830097e-17,-1.4942625330880378e-16,5.023918898084749,3.184501589603076,5.7907402446751925,24.0,4.327527975352093,-1.182105321529163e-16,6.0,6,6,9.516340702893382,7.537468926753249,57,55,-8.738097728753651e-17,-2.1279043386997546e-16,5.182803568281668,4.0544784485314915,8.454973012387452,56.6,4.605629936217336,-1.507151493712563e-16,12.2,12,13,13.737849496614215,9.725826768861491,101,99,-8.651385823900319e-17,-1.7420516393779747e-16,5.6845192739318176,4.179719325907404,11.21182027512238,100.2,4.6625475799585665,-1.160677220461772e-16,20.4,20,21,24.59226074806616,22.50421702249627,291,283,-1.0241000471409247e-16,-1.7928251600504155e-16,5.518243634870768,4.614908051523838,23.323362717991966,288.4,4.965732955901589,-1.3919067328999063e-16,61.2,59,64,56.8277531666719,47.90110369165721,627,607,-1.4195460000144182e-16,-3.2008636717626653e-16,13.47367480814093,6.2553546570380405,51.33396781096643,620.4,9.112814740642671,-1.9021089049675318e-16,160.2,157,165,104.5155387903617,83.60049956473681,988,967,-2.1151132385514033e-17,-1.031446598860768e-16,29.83548959673785,11.589851722226074,91.15956281668457,978.6,17.8494821959379,-4.5081604715664095e-17,338.0,337,341,444.58861335811173,144.89122303370468,1115,1111,1.1718551333887767e-17,-2.3654035879552825e-16,318.4735112571905,23.46267548583712,268.2160294918695,1113.4,143.45072666663177,-5.651726081093605e-17,700.0,688,713,383.5806038191642,182.0396389548149,976,972,4.3724655186808886e-17,-1.5281371794436008e-16,225.5818702010157,24.98324522484613,278.77249907579454,974.8,120.46139663507105,-2.2585627637198953e-17,989.6,976,1007,1397,4851,4,-8.203482923345441e-14,0.999999999999926,0.9999999999999976,1.0000000000000102,1.014021875831943,1396.9999999999936,12.528205333765245,12.385494680007472,0,0,0,1,4626.453626190569,2780.103648638474,7648.005181827264,1945361.0,2
16.796856150687873,3.8676913170292577,20,20,-1.3782827234105003e-16,-6.816964888983485e-16,15.289616263768325,3.3779511545492333,9.582530447798591,20.0,8.285020364699026,-3.470589946126561e-16,14.6,13,16,13.99161103191516,5.635728108857461,36,35,-1.603512665321643e-16,-4.539883239035587e-16,11.295946229188822,4.242205670159252,9.489550124773846,35.8,7.384206045938418,-2.8515401972782314e-16,100.0,90,117,14.85032577615304,9.416047554876318,79,77,-1.923374108247352e-16,-3.1654226971087015e-16,8.294643602255366,4.6940948831114575,11.79983399580662,77.8,6.090163205050716,-2.341618189805917e-16,397.6,375,429,20.54767517240007,17.024606357044593,122,120,-2.680882315379728e-16,-3.400647341095756e-16,9.375117769960438,6.847250956394624,18.917174735423448,121.0,8.042917733070828,-3.0430630506481363e-16,434.0,424,446,22.65024863095892,18.06218830995984,142,139,-2.508366607037222e-16,-3.1511000926773193e-16,8.436929343385982,6.842987207868558,20.08571335853048,140.2,7.428443601085683,-2.853213474248334e-16,434.2,421,447,38.38949873394489,34.508128427543056,257,254,-2.137658945183272e-16,-2.7897366779111147e-16,8.09590198950136,6.553070663506691,36.858311727946145,254.8,7.592595562610677,-2.373390885281416e-16,466.2,460,469,50.39424711729431,47.227445981619844,389,384,-5.520062531423525e-18,-8.53763100356295e-17,6.4865318803110625,5.488685451822408,49.10346946627307,385.8,5.89505521739332,-2.6465599476193868e-17,476.8,471,480,74.58030822104382,67.33133865434743,402,400,1.0653843070954496e-08,2.1053461431478197e-17,5.6206199032154265,4.434422280094034,70.23174085670033,401.4,4.917436390160879,4.563452815379335e-09,485.6,481,488,94.73693991777607,78.59026354534545,352,351,1.5228544258331933e-06,-3.4087111608607156e-17,8.183117123676602,3.450132693861083,83.44792682480497,351.4,4.710364936544631,4.095762225462811e-07,491.0,490,492,503,1407,2,7.079037432425902e-16,0.04615844281399066,0.06327426471814353,0.09505174696451464,0.11349665770515655,11.846177262489624,11.739620404121153,11.578129928584108,0,0,0,1,1186.8210169156293,91.05488884350771,1495.1416178416812,1044123.0,2
18.7483942447726,7.4434484022873155,23,20,-2.7586751898605937e-16,-7.687126711535998e-16,17.255663379828576,6.152804633956015,12.621169730986937,22.0,10.952068197926735,-4.778622593135338e-16,25.6,22,33,18.98985623316796,4.601856395170026,39,38,-1.2663091948243219e-16,-8.124113231730067e-16,12.893423207419465,3.604900414139995,13.166079823473027,38.6,9.698107636038733,-4.573409284517148e-16,103.0,59,148,29.934584292662304,14.814188072063873,81,79,-3.1522719009757486e-16,-7.233233578179329e-16,17.229590744572494,5.387468610770488,23.232810259848684,79.8,12.049452760349471,-5.434599246235233e-16,278.0,252,304,40.65244420697874,19.236757332123453,126,122,-2.5024771861746677e-16,-1.0873734684793005e-15,17.014471678039733,5.070923937908173,29.92581958148187,123.8,11.566825022150669,-6.3859004860513455e-16,319.8,299,330,39.97979467473558,18.132534257275093,114,112,-2.4948880818478403e-16,-6.773802682517233e-16,18.132617234837625,6.33498397554069,27.10742862153801,113.0,11.260741009433547,-4.210668283869918e-16,311.4,300,318,74.82155682534946,41.484459468665946,200,196,-2.5032211475246803e-16,-1.790836350942658e-15,36.25994840848095,11.286060085028984,63.83234865185096,197.6,26.628595039624628,-8.008312134616832e-16,346.2,342,351,78.04143254675303,44.119429503441715,305,293,-2.1411697138654007e-18,-8.395681466164302e-17,25.44458006769696,6.096284291747465,54.493065932387886,298.2,12.163184329352019,-2.4758333742781515e-17,355.2,350,359,88.30484087870451,59.33620180058689,300,299,1.388888430345218e-08,5.293101176301027e-09,15.584834888326515,5.274357236525293,74.01515119415046,299.6,10.921608522223222,9.964593918540805e-09,366.0,363,369,78.6281924770137,68.35752702822334,263,260,9.939928682442956e-06,2.18030968810842e-20,9.526751012612245,4.7933545435529785,74.83126441795656,261.4,6.325023194657326,4.975005442923809e-06,372.4,370,374,377,894,27,-1.1861521760958124e-14,0.010262931601406622,0.013758984112386135,0.02191224606743247,0.05357290751815519,10.655587739111217,10.462098557907623,10.452686548372633,0,0,0,1,877.889162372717,35.0,70.0,697043.0,1
11.026366517129198,1.9113186631149224,20,19,-7.689167081940323e-17,-4.510381672215462e-16,9.399276267058788,1.6228468979424242,5.933765687145486,19.2,4.891888830490036,-2.4516341463192583e-16,13.8,11,15,20.52746608950342,9.597041640646918,34,33,-2.943874304171821e-16,-7.814767707658201e-16,16.8042428250089,6.838608735013273,12.604960098101776,33.4,9.405997541013159,-5.345583142280463e-16,58.2,37,73,17.308493514446226,13.956707893514908,64,62,-2.7039860394177694e-16,-4.24173333914864e-16,10.458150619071619,7.290546243382058,15.476716247461052,63.0,9.19157547673526,-3.7822347601413214e-16,119.4,114,125,20.11715841561617,12.83010840639843,92,90,-1.0262338619238231e-16,-2.421857660786651e-16,7.687402392637519,5.001356292493961,17.200156313959774,90.8,6.453908352356661,-1.6596678735085258e-16,127.6,119,131,19.287152709989158,10.626293068955519,45,43,-3.292994709021558e-16,-5.398249334569685e-16,14.194088637553644,7.289624744249027,14.374344747893556,44.0,9.382730226592908,-4.410190362700215e-16,101.4,87,107,29.34313004080851,19.45029015017613,85,83,-2.6889137921039516e-16,-7.138841212438988e-16,18.828128708397305,7.034020756867808,22.40294238892724,83.6,12.258330212384427,-4.1804577418084977e-16,121.6,117,129,26.21948993945603,19.514970803281678,121,109,3.4626734887019034e-16,-2.122778065652941e-17,9.997561007605908,4.9562668866835375,21.319434868572603,116.6,7.270071675239742,5.995467818924143e-17,133.2,130,138,37.20845358787104,25.99566811695979,116,113,3.835524365944368e-08,-9.908981679030418e-20,10.93738095420264,5.129032929077726,29.890670010095853,114.4,6.8176265238850275,7.671048737794162e-09,137.4,136,139,34.52498668969679,26.629032381396776,102,101,1.5677987181813558e-05,-4.029107355446256e-17,12.11806772067504,3.2789962526265928,30.66766701738561,101.4,6.7496978822147735,6.580854239322936e-06,142.2,140,145,146,328,6,5.340405856105771e-16,0.04267900657964262,0.0763155288636854,0.10456912830936732,0.10555040959309224,9.72739218432924,9.44021495784024,8.877586590357458,0,0,0,1,316.62310228292716,80.05821647471468,753.1729175159651,74674.0,1
